0,We got airrack,0.0
0,"To have a 3,000+ lbs animal that is as aggressive as Stomper jump up into the air, and come crashing down on Tyler’s ribs, and he walks away unscathed. That was a combination of God’s intervention and Tyler’s natural athleticism",0.2263
0,This is an instant DP Classic.,0.0
0,Airrack at 23:15,0.0
0,BRING BACK OVER TIME !!!!!!!!!,0.0
1,Airrac,0.0
0,I see you arriack,0.0
0,Airack,0.0
0,Arack in da back😂 24:53,0.4404
0,"Hands Down, the best Dude Perfect Video I have watched in a long time, very awesome, you guys did a video like this. Rodeo is a long loss sport in time and people like you guys bringing it to light is awesome, thank you.",0.9705
0,Dude's a lunatic,-0.4939
0,Airrack,0.0
0,Not airrack in the red flannel,0.0
0,I legit almost cried watching this. Loved watching Sparky and Ty- they did amazing.,0.7501
0,Can you go to Dubai?,0.0
0,@airrack in the background when he was talking to them after he fell off during the rodeo,0.0
0,23:10,0.0
0,You should make a summer stereo type,0.0
0,Dude Perfect you are so perfect like ur name say it 😊😊 I like you are hard working man,0.9759
0,Airack,0.0
0,3 days until a new Stereotypes video.,0.0
0,Airack,0.0
0,Airack in the background 😂 23:11,0.4404
0,23:11 airak in red button up shirt and jeans,0.0
0,"Pause here 19:21  how do they not slide off 😮
I was actually very scared for Tyler because I didn’t want him to get hurt ❤he’s great at what he does and nobody would want him to not be able to bring smiles to everyone’s faces ❤",0.7512
0,I met Garrett at a soccer match,0.0
1,pls do more rodeo type videos. best video i have ever seen from dude perfect,0.8481
0,Who else is just finding out from instagram that Tyler is addicted to white monster?,0.0
0,Airrack in the back 😂,0.4404
0,I get no likes so I like my own😢😢😢,-0.834
0,Welcome to Texas,0.4588
0,I see airrack,0.0
0,What’s a great different video. Loved all the Christian moments,0.8402
0,Where the stereotypes😢😢😢,-0.8519
0,"I don’t hate but it kinda hurts me when I see them ride the bulls and stuff, not. a hater",-0.47
0,"Spark, ""Watched my life flash between my eyes."" 11:52",0.2263
0,@Airrack maybe?,0.0
0,Airrackkkkkkkk,0.0
0,Arriack,0.0
0,airrack youre not slick,0.0
0,As a bullrider. You are above average brother.,0.0
0,Airack!!!! It’s him!!,0.0
0,Airack??,0.0
0,es mas difícil en MEXICO ahí acabas de montar hasta que se acabe el tiempo,0.0
0,You guys inspired me to make one on YouTube channel! Thank you! looking forward to more videos of yours!,0.7633
0,Eric in the back think he’s so tough,-0.2479
0,I need a part 2,0.0
0,23:11 airack,0.0
0,That 7 1/2 four is crazy😮,-0.34
0,Airrack 21:05,0.0
0,you have no fear,0.3875
0,Eyrak,0.0
0,"Vine por que recién empecé a trabajar con vacas, estas con las que yo trabajo se arrancan a 30 metros de distancia a por ti, que no te pillen por que no paran como estos",-0.5267
0,We need some UFC videos!!!,0.0
0,The red shirt man is airrack lol,0.4215
0,guys never do a video like this again nothing against you guys you guys just need to stay safe,0.6597
0,I learned more in 10 minutes than hours of Googling,0.0
0,9:14 Reminds me of when Mike Rowe did it! o7,0.0
2,True warrior. Ty has earned his spot as the leader of the group.,0.6597
0,Video suggestion- lawn mowing stereotypes,0.0
0,If you give your life to Jesus you will get to spend eternity feeling only joy with no anxieties or fears,0.795
0,23:14 AIRRACK,0.0
0,Hi,0.0
0,nah man los mexicanos aguantan mas q los estadounidenses ezzzzzzzzz,-0.1027
0,"Hey Dudes… I jst wanted to say, I need a metal detector battle 3 pls ❤❤❤",0.9062
1,this man is a legend. hes not a ordaniry man. after getting draged by a bull getting one stomp on his  chest plus knowing all the dangers he still wated to keep getting on. what a legend,-0.4939
0,Airack,0.0
0,Yall are so annoying you’ve already seen aairacks video stop acting like you found him,-0.4924
0,My name is Lane jones and I am named after the legend Lane frost a bull rider and I am a big fan of rodeos and bull riding,0.3182
0,Is it just me or when ty got the wind knocked out of him when he got back up it was not him 😂,0.6705
0,Airrack,0.0
0,I have the waltarbatle,0.0
0,Is airrack 23:13,0.0
0,You know what else is massive 10:17 looooow,0.0
0,Was that airack,0.0
0,Massive respect to you for actually doing this call me crazy but the Lord knows I would love the opportunity to be able to go through exactly what you did no different but granted with my own attempts to stay on the bull,0.8898
0,😂23:10 airrack thinks he’s slick,-0.2263
0,we need more overtime’s 😢,-0.5233
0,who's here from airacks vid?,0.0
0,gotcha airrack,0.0
0,Airrack in background lol,0.4215
0,Araik,0.0
1,Viva mexico where cowboys were born 🇲🇽,0.0
1,Arriba las charreadas 🇲🇽 🇲🇽 🇲🇽,0.0
1,Arriba las charreadas 🇲🇽 🇲🇽 🇲🇽,0.0
1,23:11 Airrack,0.0
0,Did sparky get more of a Texas accent in this video?,0.0
1,23:19 airrack?,0.0
0,Airack? I think I saw him,0.0
0,The way you explained this is SO clear. Thank you,0.8297
0,23:12 WHO SEE @@airrack,0.0
0,arrack in the back,0.0
0,Airrack,0.0
0,My respect for all the dudes and the ranchers in the vid grew immensely after they filmed their prayers. It’s absolutely amazing. I love you guys,0.9128
0,23:22 airrack,0.0
0,"I dont think I hear Dale say ""Ol' Son"" the whole video!",0.0
0,airrack,0.0
0,23:10,0.0
0,i saw airrack in there,0.0
0,23:12 airrack,0.0
0,I like that air rack is in the vid,0.3612
0,Hoy no colab with amp,-0.296
0,Airrack,0.0
0,"Seriously one of my favorite videos from y’all ever. The production, all the people involved everything was perfect. Love from Germany boys and keep up the great work !",0.9392
0,arriack,0.0
0,Airrack is crazy,-0.34
0,It was amazing to meet Coby and Cory during the hero tour yesterday!❤🎉,0.9392
0,We see you arac,0.0
0,Do another buket list,0.0
0,Airrack😅,0.3612
0,Eric is in the red shirt he’s disguised,-0.2732
0,All balls; mucho respect.,0.4767
0,I see airrack 😂🎉😂,0.8176
0,airek,0.0
0,I saw you Airrack,0.0
2,The first one is literally animal abuse 😥,-0.0644
0,14:00 hit differently,0.0
0,Did nobody notice airrack in the background of a part of the video in disguised as the old man next to Cory  23:11,-0.2732
0,You guys should try DH racing lol,0.4215
0,Airrack,0.0
0,"Yo, whats up Airack",0.0
0,Ty...... we need a redemption on next year!!!!!!!!,0.0
0,WELL DALE YEAH!!!!,0.6671
0,poor bulls,-0.4767
1,Arrack 😂😂,0.7003
