0,"Where does the hermit shaped piece go? That's right, it goes in the square hole.",0.0
0,"Hello I'm ur old sub when u had 300k i lost my old account so I lost 
And I I dint remember u have came  along a long way",-0.5965
0,What a nice video. No worried ab out the time. What a nice event. Talk about a epic event.  8 Kill. Oh yeah .loil.,0.4567
1,15:38 Grian going to tattle on Pearl like a toddler is so funny,0.7384
1,32:14 i’ve never heard GeminiTay scream before. 😂😂,0.794
0,"I had to come back here after watching the epsidoe because over the past 5 days I've found myself reteating the phrase ""That's not a duck..."" (6:47) whenever something confused me 🤣",0.2263
0,"Seeing this from one of the Secret Societies POV, makes SO MUCH MORE SENSE NOWWW I watched Bdubs video- quite confused 😂 😂",0.4951
0,What's with Grian's Voice?,0.0
0,"13:26 ""Careful! Duck!""",0.2924
0,Do you know what texture pack Kathrine uses? I need it!,0.0
0,"The first PoV I watched was Scar, so it's pretty funny to know the context now XD",0.9037
0,We will miss Jinx Gem,-0.1531
0,"This is even more funny after having watched Etho's video first. ""Yeah, so uh, Canada. Lots of geese, lots of ducks.""",0.659
0,10:55,0.0
0,"I love how Pearl just doesn't question why Etho is suddenly acting like a part of the Villies and respawning at their base...

Is... Is Etho Geovani? Or is Etho the Plethora of Pokemans aside Meowth TR has ; P",0.7717
0,ETHO FOR THE VILLIES,0.0
1,55:37 wow that ghast death sounds horrible,-0.5574
0,Gem is just so much more sensible than the other players.,0.0
0,I LOVE THE LONG VIDEOS,0.6369
0,LONG LIVE SQUARE HOLE,0.0
1,I'm loving these long episodes!!,0.6688
0,"... Has Gem's face always looked so concerned?

Edit - Just realized it's the cursor making her look that way when F5ing x'D",0.0
0,41:23 i love how absolutely wrong grian was with the perception that pearl wouldn’t cover for him,0.204
0,Can we all agree that Etho is the wabbufet to their team rocket 😂,0.6597
0,"YOU DIDN'T NEED TORCH   !!!!!!!!
All ladders would break off above breaking sand. And if the sand column remained more mystery",0.0
0,"Etho to gather everyone and get them playing
Grian to trigger the trap from below and get away
Gem to gaslight and miss direct everyone afterwards

This would not have worked out w/o all 3 of them",-0.2732
0,It was nine I counted,0.0
0,I love the long episodes!,0.6696
0,pearl isnt emo anymore :0,0.0
0,"*Everyone hears spooky scary whispers and questions what that was*

Gem looking down at Grian in the square hole: *What did you do!?*",-0.5411
0,"Gemmm, now that you've gotten better i've gotten sick. :(",-0.5106
0,It’s honestly kind of crazy that no one managed a water bucket clutch out of the entire group,-0.1531
0,All of Gem’s murders this season is her making up for last season where she sadly wasn’t able to for most of the season,-0.7783
0,23:30 LOL it's not right that Etho is that good at convincing people to do what he wants. But that was hilarious.,0.8232
0,I like DUCKs a lot :p,0.5423
0,"""Lots of ducks..."" Such a sweet talker.",0.4588
0,"it's alll weird seeing how different it is, but oh no the hole doesn't look natural anymore, no sand :(",-0.6711
0,"Gem gets her voice back as i lose mine 🥲
Love the video, Gem <3",0.6597
0,Omg duck ?? Started with Tango's vid and I was like... Wth is that about duck,-0.3094
0,3:23 I love that everyone in all the life series ALWAYS asks grian what he did😂😂😂,0.9169
